0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
146.0,6.0,0.0,0.0,0.0,0.0,9.2,9.2,9.1,9.1,10.0,10.0,9.0,9.0,9.0,9.1,9.1,8.1,8.2,8.1,8.2,8.1,7.1,7.1,7.1,7.3,6.1,7.1,6.1,6.1,6.1,6.0,0.0,5.0,5.0,5.1,5.1,5.1,5.1,4.1,4.5,4.5,4.5,5.0,3.6,4.2,4.2,4.2,5.0,4.5,4.5,5.4,5.4,6.3,6.1,6.1,7.1,7.1,7.1,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,9.2,9.2,9.1,9.1,10.0,10.0,9.0,9.0,9.0,9.1,9.1,8.1,8.2,8.1,8.2,8.1,7.1,7.1,7.1,7.3,6.1,7.1,6.1,6.1,6.1,6.0,0.0,5.0,5.0,5.1,5.1,5.1,5.1,4.1,4.5,4.5,4.5,5.0,3.6,4.2,4.2,4.2,5.0,4.5,4.5,5.4,5.4,6.3,6.1,6.1,7.1,7.1,7.1,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.2,10.2,10.2,10.4,10.4,10.4,9.5,9.2,8.5,9.5,8.5,8.2,8.2,8.2,8.2,7.3,8.1,7.1,7.1,0.0,7.1,7.0,7.0,6.0,7.0,6.1,6.1,6.1,6.1,6.1,5.4,5.4,5.4,5.0,5.8,5.0,5.0,5.0,5.7,5.0,5.0,5.8,5.8,6.3,6.3,6.1,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.2,10.2,10.2,10.4,10.4,10.4,9.5,9.2,8.5,9.5,8.5,8.2,8.2,8.2,8.2,7.3,8.1,7.1,7.1,0.0,7.1,7.0,7.0,6.0,7.0,6.1,6.1,6.1,6.1,6.1,5.4,5.4,5.4,5.0,5.8,5.0,5.0,5.0,5.7,5.0,5.0,5.8,5.8,6.3,6.3,6.1,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.2,10.2,10.2,10.4,10.4,10.4,9.5,9.2,8.5,9.5,8.5,8.2,8.2,8.2,8.2,7.3,8.1,7.1,7.1,0.0,7.1,7.0,7.0,6.0,7.0,6.1,6.1,6.1,6.1,6.1,5.4,5.4,5.4,5.0,5.8,5.0,5.0,5.0,5.7,5.0,5.0,5.8,5.8,6.3,6.3,6.1,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.2,10.2,10.2,10.4,10.4,10.4,9.5,9.2,8.5,9.5,8.5,8.2,8.2,8.2,8.2,7.3,8.1,7.1,7.1,0.0,7.1,7.0,7.0,6.0,7.0,6.1,6.1,6.1,6.1,6.1,5.4,5.4,5.4,5.0,5.8,5.0,5.0,5.0,5.7,5.0,5.0,5.8,5.8,6.3,6.3,6.1,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.2,10.2,10.2,10.4,10.4,10.4,9.5,9.2,8.5,9.5,8.5,8.2,8.2,8.2,8.2,7.3,8.1,7.1,7.1,0.0,7.1,7.0,7.0,6.0,7.0,6.1,6.1,6.1,6.1,6.1,5.4,5.4,5.4,5.0,5.8,5.0,5.0,5.0,5.7,5.0,5.0,5.8,5.8,6.3,6.3,6.1,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.2,10.2,10.2,10.4,10.4,10.4,9.5,9.2,8.5,9.5,8.5,8.2,8.2,8.2,8.2,7.3,8.1,7.1,7.1,0.0,7.1,7.0,7.0,6.0,7.0,6.1,6.1,6.1,6.1,6.1,5.4,5.4,5.4,5.0,5.8,5.0,5.0,5.0,5.7,5.0,5.0,5.8,5.8,6.3,6.3,6.1,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,12.0,12.0,13.0,12.0,12.0,12.2,12.4,12.4,12.4,11.4,12.4,11.7,11.4,10.4,10.4,10.8,10.4,9.5,9.5,9.5,9.2,9.2,8.2,8.2,8.1,8.1,0.0,8.1,7.1,8.0,7.1,7.0,7.0,7.1,7.1,6.1,6.1,6.1,6.3,6.3,5.8,5.8,5.8,6.4,6.4,5.7,5.7,5.8,5.8,6.7,6.7,6.3,6.3,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,12.0,12.0,13.0,12.0,12.0,12.2,12.4,12.4,12.4,11.4,12.4,11.7,11.4,10.4,10.4,10.8,10.4,9.5,9.5,9.5,9.2,9.2,8.2,8.2,8.1,8.1,0.0,8.1,7.1,8.0,7.1,7.0,7.0,7.1,7.1,6.1,6.1,6.1,6.3,6.3,5.8,5.8,5.8,6.4,6.4,5.7,5.7,5.8,5.8,6.7,6.7,6.3,6.3,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,12.0,12.0,13.0,12.0,12.0,12.2,12.4,12.4,12.4,11.4,12.4,11.7,11.4,10.4,10.4,10.8,10.4,9.5,9.5,9.5,9.2,9.2,8.2,8.2,8.1,8.1,0.0,8.1,7.1,8.0,7.1,7.0,7.0,7.1,7.1,6.1,6.1,6.1,6.3,6.3,5.8,5.8,5.8,6.4,6.4,5.7,5.7,5.8,5.8,6.7,6.7,6.3,6.3,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,12.0,12.0,13.0,12.0,12.0,12.2,12.4,12.4,12.4,11.4,12.4,11.7,11.4,10.4,10.4,10.8,10.4,9.5,9.5,9.5,9.2,9.2,8.2,8.2,8.1,8.1,0.0,8.1,7.1,8.0,7.1,7.0,7.0,7.1,7.1,6.1,6.1,6.1,6.3,6.3,5.8,5.8,5.8,6.4,6.4,5.7,5.7,5.8,5.8,6.7,6.7,6.3,6.3,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,12.0,12.0,13.0,12.0,12.0,12.2,12.4,12.4,12.4,11.4,12.4,11.7,11.4,10.4,10.4,10.8,10.4,9.5,9.5,9.5,9.2,9.2,8.2,8.2,8.1,8.1,0.0,8.1,7.1,8.0,7.1,7.0,7.0,7.1,7.1,6.1,6.1,6.1,6.3,6.3,5.8,5.8,5.8,6.4,6.4,5.7,5.7,5.8,5.8,6.7,6.7,6.3,6.3,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,12.0,12.0,13.0,12.0,12.0,12.2,12.4,12.4,12.4,11.4,12.4,11.7,11.4,10.4,10.4,10.8,10.4,9.5,9.5,9.5,9.2,9.2,8.2,8.2,8.1,8.1,0.0,8.1,7.1,8.0,7.1,7.0,7.0,7.1,7.1,6.1,6.1,6.1,6.3,6.3,5.8,5.8,5.8,6.4,6.4,5.7,5.7,5.8,5.8,6.7,6.7,6.3,6.3,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,12.2,12.0,12.0,11.2,11.4,11.2,11.4,11.4,10.4,10.8,10.8,9.8,10.4,9.5,9.5,8.5,8.5,8.5,8.5,8.2,8.2,7.3,7.3,0.0,7.1,6.1,7.1,6.0,7.0,6.0,6.0,6.0,6.1,6.1,6.1,5.1,5.1,4.5,4.5,5.0,3.6,5.0,4.2,4.2,5.0,3.6,4.5,5.1,5.1,5.1,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,12.2,12.0,12.0,11.2,11.4,11.2,11.4,11.4,10.4,10.8,10.8,9.8,10.4,9.5,9.5,8.5,8.5,8.5,8.5,8.2,8.2,7.3,7.3,0.0,7.1,6.1,7.1,6.0,7.0,6.0,6.0,6.0,6.1,6.1,6.1,5.1,5.1,4.5,4.5,5.0,3.6,5.0,4.2,4.2,5.0,3.6,4.5,5.1,5.1,5.1,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,12.2,12.0,12.0,11.2,11.4,11.2,11.4,11.4,10.4,10.8,10.8,9.8,10.4,9.5,9.5,8.5,8.5,8.5,8.5,8.2,8.2,7.3,7.3,0.0,7.1,6.1,7.1,6.0,7.0,6.0,6.0,6.0,6.1,6.1,6.1,5.1,5.1,4.5,4.5,5.0,3.6,5.0,4.2,4.2,5.0,3.6,4.5,5.1,5.1,5.1,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,12.2,12.0,12.0,11.2,11.4,11.2,11.4,11.4,10.4,10.8,10.8,9.8,10.4,9.5,9.5,8.5,8.5,8.5,8.5,8.2,8.2,7.3,7.3,0.0,7.1,6.1,7.1,6.0,7.0,6.0,6.0,6.0,6.1,6.1,6.1,5.1,5.1,4.5,4.5,5.0,3.6,5.0,4.2,4.2,5.0,3.6,4.5,5.1,5.1,5.1,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,12.2,12.0,12.0,11.2,11.4,11.2,11.4,11.4,10.4,10.8,10.8,9.8,10.4,9.5,9.5,8.5,8.5,8.5,8.5,8.2,8.2,7.3,7.3,0.0,7.1,6.1,7.1,6.0,7.0,6.0,6.0,6.0,6.1,6.1,6.1,5.1,5.1,4.5,4.5,5.0,3.6,5.0,4.2,4.2,5.0,3.6,4.5,5.1,5.1,5.1,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,35.0,36.0,35.1,35.2,33.5,34.9,34.0,32.3,30.4,29.7,29.7,27.9,26.9,24.2,23.3,21.9,20.6,18.4,19.0,16.8,15.5,14.1,13.0,14.0,13.2,13.3,0.0,12.1,12.5,13.6,12.8,14.9,15.6,14.9,15.6,15.0,17.2,17.5,18.4,17.9,18.8,19.7,21.2,19.9,21.8,22.6,22.6,23.5,23.3,24.2,25.2,24.1,24.0,0.0,0.0,0.0,0.0,0.0
88.1,2.0,0.0,0.0,0.0,0.0,24.2,25.1,23.0,24.0,23.0,24.1,23.2,23.3,21.4,21.4,22.2,20.4,19.4,18.4,17.7,17.5,16.5,14.6,14.3,13.3,12.4,11.2,10.0,10.0,9.1,9.1,0.0,7.6,6.7,7.8,7.1,7.1,7.8,8.1,8.1,7.6,8.5,9.2,9.1,9.0,10.0,10.0,11.0,11.2,12.2,12.4,12.4,12.6,13.0,13.0,14.8,13.9,14.4,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,11.7,12.1,11.7,11.7,12.2,12.2,10.8,11.4,10.6,10.6,10.6,9.9,9.9,9.9,8.5,8.5,8.5,7.1,7.1,7.1,6.4,5.7,5.0,5.0,4.5,3.6,0.0,3.2,3.0,3.0,3.0,3.2,2.2,3.6,2.8,3.6,3.6,3.6,3.6,4.1,4.1,4.0,5.0,5.0,5.1,5.1,5.1,6.1,6.1,6.3,6.3,6.7,6.7,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,12.4,11.7,11.7,12.1,11.2,11.7,10.8,11.4,10.0,10.0,10.0,9.2,9.2,9.2,8.5,7.8,7.1,7.1,7.1,6.4,6.4,5.8,5.0,5.8,5.4,5.4,0.0,5.1,6.1,6.1,5.0,6.0,6.0,6.0,6.1,6.1,6.1,6.3,6.3,7.3,7.3,6.7,8.1,7.6,8.1,8.1,8.1,8.9,9.4,9.4,10.8,10.0,10.0,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,8.1,8.1,9.4,9.8,9.4,9.2,8.6,8.6,9.2,8.5,9.2,8.5,9.2,8.5,8.5,8.5,8.5,7.8,7.8,7.8,7.8,7.1,7.1,7.1,7.1,7.1,0.0,6.4,6.4,6.4,5.0,6.4,5.8,5.8,5.8,5.8,5.4,4.5,4.5,5.4,4.5,4.1,4.1,4.1,4.1,3.0,4.0,4.1,4.1,3.2,2.8,3.6,2.8,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,8.6,9.2,8.5,9.2,9.2,9.2,9.2,8.6,8.6,8.1,9.4,9.4,8.9,8.9,8.9,8.9,8.9,7.6,8.1,7.6,7.6,6.7,6.7,6.7,6.7,7.2,0.0,7.2,6.4,6.4,6.4,6.4,5.7,6.4,5.7,5.7,5.7,5.7,5.7,5.0,5.0,5.0,5.8,5.4,5.4,5.4,5.4,5.4,5.1,5.1,6.1,6.1,6.0,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,10.6,11.4,11.4,11.2,11.2,12.5,11.2,11.2,11.7,10.8,11.7,10.8,10.8,10.4,10.4,10.4,10.4,9.5,9.5,9.5,9.5,9.5,9.5,8.5,8.5,8.5,0.0,7.6,7.6,7.6,7.6,7.6,8.1,6.7,7.2,6.7,6.4,7.2,6.4,6.4,5.7,5.7,5.7,5.7,5.0,5.7,5.0,5.0,4.5,4.5,4.1,4.1,4.1,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,14.0,10.2,11.0,11.2,12.4,11.2,13.2,12.4,11.4,11.2,12.4,11.4,11.4,11.4,10.8,11.7,10.8,10.8,10.8,10.8,9.8,9.5,9.5,9.5,9.5,8.5,0.0,8.2,8.2,8.2,7.3,8.2,8.1,7.1,7.1,7.1,7.1,7.1,7.0,6.0,6.0,6.0,6.1,6.1,5.1,5.1,5.1,5.1,4.5,4.5,5.0,3.6,4.2,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,10.2,10.2,10.0,12.0,10.2,11.0,10.0,11.0,10.0,10.0,10.0,10.0,10.2,10.2,9.2,10.2,9.2,9.2,9.2,9.2,9.2,8.1,8.1,8.1,8.1,8.1,0.0,7.1,8.0,7.0,7.0,7.0,7.0,7.0,6.0,6.1,6.1,6.1,6.1,6.1,5.4,5.4,4.5,4.5,4.5,4.5,4.2,4.2,4.2,4.2,3.6,3.6,3.6,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,14.6,14.9,14.9,15.2,15.2,15.7,16.1,15.3,15.3,13.9,15.3,14.4,15.3,14.4,14.4,14.4,13.6,13.6,13.6,13.6,12.2,12.2,12.2,11.7,11.7,11.7,0.0,11.2,10.3,11.2,9.8,11.2,9.8,10.8,9.5,9.8,9.5,9.2,9.2,9.2,8.1,8.1,8.1,8.1,8.0,8.0,7.0,7.1,7.1,7.1,7.3,6.3,6.7,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,14.3,14.3,15.1,15.1,15.1,15.0,15.0,15.0,14.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0,13.0,13.2,13.0,13.0,12.0,12.0,12.0,12.0,11.0,11.0,0.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,9.1,9.1,8.1,9.2,8.2,8.2,8.2,7.3,7.6,7.6,6.7,6.7,5.8,5.8,6.4,6.4,6.4,5.7,5.0,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,14.6,14.6,14.3,15.3,14.1,15.1,15.0,15.0,15.0,14.0,15.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,13.0,12.0,12.0,12.0,11.0,11.0,11.0,12.0,0.0,11.0,10.0,10.0,10.2,10.0,10.2,10.2,9.2,9.2,8.2,8.5,8.5,8.5,8.5,7.6,8.1,7.2,7.2,7.8,6.4,7.1,6.4,6.4,6.4,5.8,6.7,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,16.5,16.8,16.8,17.7,18.0,17.5,17.5,17.9,17.0,17.0,17.0,17.0,17.0,16.6,16.1,15.8,15.8,15.3,15.3,15.3,14.4,13.9,13.0,13.9,13.4,13.4,0.0,12.5,12.1,12.1,11.2,12.1,11.7,11.7,11.4,10.4,11.4,10.4,10.2,10.2,10.0,10.2,10.0,9.1,9.0,9.0,8.0,9.0,8.1,8.2,7.3,7.3,7.6,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,15.8,15.8,15.5,15.3,15.3,16.3,16.1,16.1,15.1,15.0,16.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,0.0,11.0,11.0,11.0,11.2,11.0,10.2,10.2,10.2,9.2,10.2,9.5,9.5,8.5,8.5,8.5,8.1,7.6,8.1,7.6,7.2,7.2,7.2,6.4,7.1,5.7,6.4,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,15.8,15.5,15.5,15.3,15.1,16.3,16.1,16.1,16.1,15.0,16.0,16.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,0.0,12.0,11.2,11.0,11.2,11.2,11.2,10.2,10.2,9.2,9.5,9.5,9.5,8.5,8.5,8.5,8.9,7.6,8.1,8.1,7.2,7.2,7.2,6.4,6.4,5.7,5.8,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,46.4,47.4,64.8,78.8,55.1,67.1,70.7,71.7,73.0,73.2,106.4,108.2,91.3,95.5,80.6,106.2,90.5,70.1,80.7,82.0,55.1,77.9,51.7,84.4,99.6,95.5,0.0,99.0,109.1,106.7,96.3,80.7,96.2,104.5,100.6,92.8,84.9,114.6,67.3,79.3,77.1,101.9,106.9,118.3,96.2,112.4,68.0,89.2,92.2,72.0,93.8,56.8,68.1,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,30.0,32.0,30.1,32.2,30.3,32.8,31.0,30.4,29.4,28.8,30.7,27.9,28.2,26.0,26.4,25.1,24.2,21.9,23.3,21.9,21.0,19.3,18.4,19.9,18.7,18.7,0.0,17.5,17.1,17.1,15.0,16.0,16.0,15.0,15.0,14.1,14.3,14.6,13.6,14.3,14.3,13.9,15.0,14.2,14.9,14.9,14.9,15.6,15.8,15.8,17.9,17.5,18.4,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,30.4,30.5,30.9,31.3,30.9,31.9,31.4,30.5,29.1,29.1,30.6,27.7,29.0,26.2,24.8,25.5,24.0,22.6,22.6,22.7,20.5,19.8,19.1,20.0,19.4,18.6,0.0,17.2,17.0,17.9,16.2,16.6,16.2,15.8,14.9,14.3,15.3,15.0,14.0,14.0,14.0,15.0,15.3,15.5,15.5,15.5,15.8,16.2,16.1,17.5,17.8,18.4,19.1,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,11.7,12.4,12.4,13.2,12.2,13.0,12.0,12.0,12.0,11.0,12.0,12.0,12.0,11.0,11.2,11.0,11.0,9.1,9.2,9.2,9.2,8.2,8.1,9.1,9.0,8.0,0.0,8.0,8.1,8.1,7.1,8.1,7.1,7.1,7.1,6.3,6.3,6.7,6.3,5.8,5.8,6.4,6.4,6.4,6.4,6.4,5.7,6.4,6.4,5.8,6.7,7.6,7.3,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,12.4,12.6,12.6,12.6,12.1,12.5,11.7,12.2,11.7,10.8,12.2,12.2,11.4,10.6,10.6,11.4,9.9,9.2,8.5,9.2,8.5,7.8,7.8,8.6,8.1,8.1,0.0,8.1,7.6,7.3,7.3,7.6,7.3,6.3,6.3,6.1,6.1,7.0,6.0,6.0,6.1,7.1,7.1,7.3,7.3,7.6,6.3,7.6,7.2,7.2,7.8,8.6,7.8,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,11.0,12.0,11.0,12.0,11.2,12.4,11.7,11.7,11.7,10.8,11.7,10.8,9.8,11.2,10.3,10.3,10.3,8.6,8.1,8.9,8.1,7.6,7.2,7.6,7.6,7.6,0.0,6.3,6.1,7.1,6.1,7.1,6.0,6.0,6.0,5.0,5.0,6.1,5.1,5.4,5.4,5.4,5.8,6.4,5.0,5.0,5.0,5.7,5.7,5.8,6.7,6.7,6.7,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,12.6,13.0,13.0,13.0,11.7,12.2,12.2,12.0,11.4,12.0,12.8,11.4,12.0,12.0,11.3,11.4,9.9,9.2,9.9,9.9,9.2,8.5,8.5,9.2,8.6,7.8,0.0,7.2,8.1,8.1,6.7,8.1,8.1,7.6,6.7,6.3,6.3,7.1,6.3,6.1,6.1,6.0,6.1,6.1,6.1,7.1,6.1,7.3,6.3,6.3,6.7,7.2,7.2,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,11.0,11.2,11.2,12.4,11.4,11.7,11.2,10.3,10.3,10.3,11.2,10.3,10.3,10.8,10.0,10.3,8.6,8.6,8.6,8.6,7.8,7.2,7.2,8.1,6.7,7.6,0.0,6.3,6.3,7.3,5.1,6.1,6.1,6.1,6.1,5.0,5.0,6.3,5.1,5.1,5.4,5.4,5.8,5.8,6.4,6.4,5.7,5.7,5.7,6.4,7.2,7.2,7.6,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,10.4,11.2,11.2,12.2,12.0,12.0,11.0,11.0,11.0,10.0,11.0,11.0,11.0,10.2,10.2,10.2,9.2,8.2,9.2,8.2,8.2,8.1,7.3,8.1,8.0,7.1,0.0,6.0,6.1,7.1,5.1,6.1,6.1,6.1,5.1,5.4,4.1,5.8,5.4,5.0,5.0,4.2,5.0,5.8,4.5,4.5,4.5,5.4,5.4,6.3,6.1,6.1,6.0,0.0,0.0,0.0,0.0,0.0
