0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
146.0,6.0,0.0,0.0,0.0,0.0,12.2,12.0,12.2,13.0,13.0,13.0,12.0,12.2,12.2,11.2,12.2,11.2,11.2,11.4,10.4,11.4,10.4,9.5,9.2,9.2,9.2,8.2,8.2,9.2,9.1,8.1,0.0,7.1,7.0,8.0,7.0,7.0,7.1,7.1,7.1,6.3,6.3,6.3,6.3,6.7,5.8,5.8,6.4,6.4,6.4,7.1,6.4,7.1,7.2,7.2,7.2,7.6,7.6,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,10.4,10.2,11.2,10.2,10.0,10.0,10.0,9.1,9.1,8.1,9.1,9.1,8.1,8.1,7.1,7.1,7.1,6.1,6.1,6.1,6.0,6.0,5.0,6.1,6.1,5.1,0.0,5.4,5.8,5.8,5.0,5.8,5.8,6.4,6.4,5.7,5.7,6.4,6.4,6.4,7.2,7.2,8.1,8.1,8.1,8.1,6.7,8.9,8.5,8.9,9.5,9.8,8.5,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,10.4,11.4,10.2,11.2,11.0,10.0,10.0,9.1,9.1,9.2,9.1,9.1,8.2,8.2,7.3,7.1,7.1,6.1,6.1,6.1,6.1,5.0,5.0,5.0,5.0,5.1,0.0,4.5,4.5,5.4,5.0,5.8,5.0,5.7,5.7,5.7,5.7,6.4,5.7,6.4,7.2,7.2,8.1,8.1,8.9,8.9,8.1,9.8,8.9,8.9,9.8,10.8,10.4,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,12.2,12.0,12.0,13.0,11.0,12.0,11.2,10.4,10.4,9.2,10.4,9.5,9.5,9.5,8.5,8.5,7.6,6.3,6.3,6.3,6.3,6.1,5.1,6.0,5.0,5.0,0.0,5.1,5.1,6.3,4.5,5.8,5.8,5.8,5.8,5.0,5.0,6.4,5.7,6.4,7.2,6.4,8.1,8.1,8.1,8.1,8.1,8.9,8.9,8.9,9.8,9.8,9.5,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,11.7,11.7,11.7,12.1,11.7,11.4,11.2,10.2,10.0,9.1,10.2,9.1,9.1,9.1,8.0,8.1,8.0,7.0,7.0,6.0,6.0,6.1,5.1,5.4,5.4,5.4,0.0,5.0,5.0,5.7,4.2,5.7,5.0,5.7,5.0,5.8,5.8,6.3,6.3,6.3,7.3,7.3,8.1,8.1,8.1,8.1,7.1,9.2,9.2,9.1,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,13.2,13.3,12.4,13.3,11.7,12.1,12.1,11.7,11.7,9.4,11.7,10.3,9.4,9.4,8.6,9.4,8.6,7.2,7.2,7.2,6.7,6.7,6.7,6.3,6.3,7.1,0.0,6.0,6.0,6.1,6.1,7.1,7.1,7.1,7.3,6.3,6.3,7.6,7.6,8.1,8.1,8.1,9.4,8.6,10.0,10.0,8.6,10.0,10.0,10.6,11.3,11.3,11.3,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,12.0,12.2,12.2,12.2,11.4,11.7,11.2,11.2,10.3,9.4,10.3,10.3,9.4,9.4,8.6,8.9,8.1,7.2,7.2,6.7,5.8,5.4,5.8,6.3,6.1,5.1,0.0,5.0,5.0,6.1,5.1,5.1,6.1,5.4,5.4,5.4,5.4,5.8,5.8,6.4,6.4,6.4,7.1,7.8,7.8,8.5,7.1,8.5,8.5,9.2,9.4,9.4,9.4,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,12.2,11.2,11.7,11.7,10.8,9.8,9.8,11.2,10.3,8.9,8.9,8.6,8.9,8.1,7.2,6.7,6.7,6.7,5.4,5.4,6.3,5.1,5.1,0.0,5.0,5.0,6.1,5.1,6.1,5.4,6.3,5.4,5.4,5.4,5.8,5.8,6.4,7.1,6.4,7.1,7.8,7.8,7.8,7.8,9.2,7.8,8.6,10.0,10.0,9.4,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,12.8,13.5,12.0,12.7,12.0,12.2,12.2,11.7,10.3,10.3,11.2,10.3,9.8,8.9,8.5,8.9,8.5,7.6,7.6,6.7,6.7,5.8,6.7,6.4,5.7,5.7,0.0,5.7,5.0,5.8,5.4,5.4,5.4,6.1,5.4,5.1,6.1,6.0,6.1,6.0,7.1,7.1,8.1,8.2,8.2,8.1,7.3,9.2,8.2,8.5,9.8,9.8,9.8,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,12.6,13.0,13.0,13.4,13.0,12.2,12.2,12.0,11.4,11.3,12.0,10.6,10.6,9.9,9.2,9.2,8.5,8.5,7.8,7.8,7.1,7.8,6.4,7.2,6.7,6.7,0.0,6.3,6.3,6.3,6.1,6.1,7.1,7.0,7.0,6.1,7.1,7.3,7.1,7.3,7.3,8.5,8.5,8.9,8.9,8.9,8.1,9.8,8.9,10.3,10.8,10.8,10.8,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,12.2,12.2,12.2,12.8,12.0,12.7,12.0,11.4,12.0,10.6,12.0,12.0,11.4,11.4,10.8,11.4,10.8,10.0,10.0,10.0,9.4,9.2,9.4,9.2,9.9,9.2,0.0,8.5,8.5,9.2,7.8,8.5,8.5,7.8,7.8,7.2,7.2,7.6,7.2,6.7,6.7,6.7,7.3,6.3,6.1,6.1,5.1,6.1,6.0,6.0,6.1,6.1,5.1,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,11.7,12.6,11.7,13.9,11.7,13.3,13.3,12.0,12.2,11.2,12.0,12.2,12.0,12.0,12.0,12.0,11.0,10.0,11.0,11.0,10.0,10.0,9.0,10.0,10.0,10.0,0.0,9.1,9.2,9.2,8.2,9.2,8.2,8.2,8.2,7.3,7.3,7.6,7.6,6.7,6.7,6.7,7.2,7.2,6.4,6.4,5.7,6.4,5.7,5.7,5.8,5.8,5.4,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,11.7,11.7,11.2,12.1,12.1,11.7,11.4,11.4,11.4,10.4,12.6,11.4,11.2,11.2,11.2,11.2,10.2,9.1,10.0,10.0,9.1,9.1,8.1,9.2,9.2,9.2,0.0,8.2,7.6,8.5,6.7,8.5,7.6,7.6,6.7,7.2,5.8,6.4,5.8,6.4,6.4,5.7,6.4,6.4,5.8,5.8,5.4,5.8,5.4,5.4,6.1,6.1,6.1,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,11.2,12.2,12.2,12.2,12.4,12.6,11.7,12.1,11.2,11.2,12.1,12.1,12.1,11.2,11.7,12.1,10.3,10.3,10.3,10.3,9.4,9.4,8.6,10.3,8.9,9.4,0.0,8.1,8.5,8.5,7.3,8.5,7.6,7.6,7.6,6.3,6.3,7.1,6.3,6.1,6.1,6.1,6.0,6.1,5.0,5.1,4.1,5.1,4.1,4.1,4.5,4.5,4.2,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,13.9,14.4,14.8,15.3,15.0,14.2,14.2,14.1,14.1,14.1,14.9,13.5,14.1,14.1,13.5,14.1,12.7,12.0,12.0,12.8,11.4,11.4,10.6,12.0,11.3,11.3,0.0,10.6,10.6,10.6,9.4,10.0,10.0,10.0,10.0,8.1,8.1,8.9,8.1,7.6,7.6,7.6,8.2,8.2,7.1,7.3,6.1,7.1,6.1,6.0,7.1,6.1,6.1,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,9.2,9.1,9.2,9.5,11.0,10.0,10.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,8.1,9.0,9.1,8.1,8.1,8.1,8.1,8.1,7.3,7.1,7.0,7.0,0.0,6.0,7.0,7.1,6.1,7.0,6.0,6.0,5.0,5.1,5.0,5.4,5.1,4.1,4.5,4.5,4.5,4.5,3.6,3.6,3.6,3.6,3.6,3.6,4.5,3.6,3.2,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,28.3,28.6,28.6,29.8,29.1,30.7,30.1,29.5,28.6,28.6,30.5,27.3,27.7,26.4,25.9,26.4,25.9,23.7,25.1,24.2,23.3,22.0,20.6,22.8,20.6,21.0,0.0,19.3,19.0,19.9,18.7,18.7,18.7,17.5,17.5,15.3,16.3,17.1,16.0,15.0,15.0,15.0,15.0,14.1,14.1,14.3,12.4,12.6,11.7,12.1,13.0,11.4,12.0,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,12.4,13.2,13.2,13.0,13.0,13.0,13.0,13.0,12.0,12.0,14.0,13.0,12.0,12.2,12.2,13.0,12.0,11.2,11.2,11.2,10.2,10.2,10.2,11.2,10.0,10.0,0.0,9.0,9.0,9.0,8.1,9.0,8.0,8.0,8.0,8.1,7.1,8.2,7.1,7.1,6.1,7.3,6.7,6.7,6.7,6.3,5.0,5.8,5.0,5.0,5.7,5.7,5.0,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,12.4,13.2,13.3,14.3,13.2,13.0,13.0,13.0,12.0,12.0,13.0,12.0,13.0,12.0,12.0,12.0,11.0,10.0,11.0,11.0,11.0,10.0,10.0,11.0,10.0,10.0,0.0,9.1,9.1,9.1,8.2,9.1,9.2,9.2,8.1,7.3,7.3,7.6,7.3,7.6,6.7,6.7,7.2,7.2,6.4,6.4,5.7,6.4,5.7,5.7,6.4,5.8,5.8,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,11.4,11.4,12.2,12.2,11.7,12.1,11.2,11.7,11.7,10.8,11.7,11.7,11.4,11.4,10.2,11.7,10.4,10.2,9.2,9.2,9.2,9.2,9.2,9.5,9.5,9.5,0.0,8.5,8.5,7.6,7.6,7.6,7.6,7.6,7.6,6.7,6.7,7.2,5.8,6.4,6.4,6.4,5.7,5.7,5.7,5.7,5.0,5.0,4.5,4.5,4.1,4.1,4.1,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,12.8,13.5,13.5,14.1,13.5,12.8,13.6,13.0,13.0,12.5,13.6,13.0,12.5,12.5,12.1,13.0,11.7,11.2,11.2,11.2,10.8,10.3,9.8,10.3,10.3,10.0,0.0,8.6,9.2,9.2,7.8,8.6,8.6,8.6,7.8,7.1,7.1,7.2,7.1,6.4,5.8,5.8,6.7,6.7,6.3,5.4,5.1,6.1,5.1,5.1,5.1,5.1,5.1,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,12.6,13.9,13.0,14.3,13.4,13.9,13.6,12.8,12.8,12.0,13.0,13.0,12.8,12.8,12.7,12.8,12.0,10.6,11.3,11.3,10.6,9.9,9.9,10.6,10.0,10.0,0.0,8.6,8.6,9.4,8.1,9.4,8.1,8.6,8.1,7.6,6.7,7.3,7.6,6.3,6.3,7.3,7.1,7.1,6.1,6.0,5.0,6.0,6.1,5.1,5.4,5.4,5.8,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,13.3,13.6,13.3,13.6,13.9,13.4,13.4,12.5,12.5,12.2,13.4,13.4,13.0,13.0,12.2,12.5,11.4,10.8,10.6,11.4,10.6,10.0,10.0,10.8,10.3,10.3,0.0,8.9,8.9,9.8,8.5,9.8,8.5,8.5,7.6,7.3,7.3,8.1,7.3,7.1,7.1,7.0,7.0,7.1,6.1,6.1,5.1,6.1,6.3,5.4,5.8,5.8,5.0,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,13.6,14.2,13.6,15.0,14.2,14.1,14.2,12.8,13.6,12.8,14.2,13.5,13.5,12.8,13.6,14.2,13.0,11.7,11.7,12.2,11.7,10.8,10.3,11.4,10.6,10.6,0.0,9.9,9.9,10.6,8.5,9.9,9.2,9.2,8.5,7.8,7.8,8.1,8.1,6.7,7.6,6.7,7.6,7.3,6.3,6.3,5.4,6.1,6.1,5.0,6.1,5.1,5.1,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,14.2,14.4,15.0,15.8,15.3,14.8,14.3,13.9,13.9,13.9,14.3,13.4,13.9,14.3,13.6,13.9,13.0,11.7,12.6,12.6,11.7,11.7,10.8,12.1,12.1,11.2,0.0,10.3,10.3,10.8,9.2,10.3,10.0,9.4,10.0,8.6,9.2,9.2,8.5,8.6,7.8,7.8,8.6,8.1,7.2,8.1,6.7,6.7,6.7,6.3,6.1,6.1,6.0,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,41.5,14.2,23.0,22.5,24.7,26.2,24.1,23.4,22.7,23.0,22.5,20.2,20.0,26.2,19.1,18.9,18.4,15.7,18.4,20.2,19.2,17.7,17.2,15.3,17.5,18.0,0.0,16.1,16.1,17.9,15.2,17.5,16.2,15.8,15.8,15.3,15.3,16.1,16.0,16.0,16.0,16.0,18.1,17.5,18.7,18.7,17.7,19.3,19.7,19.7,22.0,21.1,22.5,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,29.1,29.4,29.2,30.0,29.1,29.5,28.5,27.9,26.9,26.7,26.9,25.7,24.5,23.5,22.4,22.4,22.4,20.4,21.4,20.4,19.4,19.4,18.7,20.2,19.7,20.2,0.0,19.0,19.3,18.8,17.9,18.8,17.9,17.9,17.0,16.6,18.0,17.7,17.0,17.0,17.7,17.7,19.2,18.9,19.7,20.8,19.7,22.0,20.6,21.9,24.0,23.1,25.0,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,10.0,10.0,10.6,10.6,10.6,10.0,10.0,9.4,9.4,8.9,9.4,8.9,8.9,8.9,8.5,8.9,8.9,7.6,7.6,7.6,7.6,7.6,7.6,8.1,8.1,7.2,0.0,7.2,7.2,7.2,6.4,7.2,6.4,6.4,6.4,5.7,5.7,6.4,6.4,5.8,5.8,6.7,6.7,6.3,6.3,6.3,6.3,7.3,7.3,7.1,8.1,8.1,8.0,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,35.1,36.0,36.0,37.1,36.2,37.7,35.9,34.5,33.5,32.0,33.5,30.7,30.1,28.2,26.0,25.6,24.7,21.5,22.1,19.9,19.6,18.4,17.3,18.0,17.0,17.0,0.0,16.1,15.3,16.5,14.9,15.8,15.2,14.8,13.9,13.0,13.6,14.1,12.7,12.2,12.5,12.1,13.6,13.2,14.1,15.0,15.0,16.1,16.3,17.5,19.3,19.3,20.1,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,36.1,37.2,37.0,37.6,36.8,38.9,37.5,35.6,34.2,33.6,34.4,31.6,31.1,28.8,26.9,26.6,25.2,23.0,23.0,21.4,19.2,18.4,18.4,18.4,17.2,17.5,0.0,15.7,16.2,15.8,14.6,15.5,15.3,14.0,14.0,13.0,13.0,13.2,12.4,11.7,12.1,12.2,12.8,12.7,14.2,13.9,13.9,15.2,15.8,16.5,18.2,18.1,20.0,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,10.8,11.2,11.2,12.5,11.7,11.4,11.4,11.3,9.9,9.9,10.6,9.9,9.9,9.2,9.2,9.2,7.8,7.2,7.8,7.1,6.4,5.7,5.7,5.7,5.8,5.8,0.0,4.5,5.1,5.1,4.1,4.1,5.0,4.0,4.0,3.0,3.0,3.2,3.2,3.2,2.8,2.8,2.8,3.6,3.2,3.0,3.0,4.1,4.0,4.0,5.1,5.1,5.4,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,10.8,11.4,11.4,12.4,11.2,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,9.2,9.1,8.1,7.1,8.1,7.1,7.1,7.1,6.1,7.0,7.1,6.1,0.0,5.1,5.4,5.4,4.5,5.4,4.5,4.5,4.5,4.2,3.6,3.6,3.6,3.6,3.6,3.2,4.1,4.0,4.0,4.1,4.0,4.1,4.1,4.1,5.8,5.0,5.0,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,9.8,10.8,10.4,10.4,10.2,10.2,10.0,9.0,9.0,9.0,9.0,9.0,9.1,8.1,7.1,7.0,6.1,5.1,6.1,5.0,5.0,4.0,4.0,4.1,4.1,3.2,0.0,2.8,2.8,2.8,2.2,3.6,3.2,3.2,3.0,3.0,3.2,3.2,3.2,3.6,3.6,5.0,5.0,5.7,5.7,6.4,5.7,6.4,6.4,7.2,8.1,8.1,8.1,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,10.0,11.0,10.0,11.0,10.2,10.4,9.8,9.8,9.8,8.9,9.8,8.5,8.9,8.1,8.1,7.6,6.7,5.8,5.8,5.8,5.8,4.5,3.6,4.1,4.0,4.0,0.0,3.0,3.2,3.2,2.2,3.6,2.8,2.8,2.8,3.2,2.2,3.0,3.2,3.2,4.1,4.1,4.5,5.4,5.4,5.8,5.0,6.7,6.7,7.2,7.8,7.8,7.8,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,10.8,11.7,10.4,11.4,11.2,11.2,11.0,11.0,10.0,9.0,10.0,9.0,9.0,9.1,9.1,8.0,8.1,7.1,7.0,6.1,6.0,5.0,4.0,5.1,5.1,4.1,0.0,3.6,3.6,3.6,2.8,3.6,3.6,3.6,3.2,3.2,2.2,3.0,3.0,3.2,4.1,3.6,5.0,5.0,5.0,5.0,5.0,5.7,5.7,6.4,7.2,7.2,7.2,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,9.8,9.8,10.8,10.8,10.4,10.2,10.2,9.1,9.1,9.0,9.1,9.0,8.0,8.1,8.1,7.0,6.0,5.1,6.1,5.0,5.0,4.0,4.0,4.1,4.1,3.2,0.0,2.8,2.8,3.6,2.2,3.6,2.2,3.2,3.2,3.0,3.0,4.1,3.2,3.6,4.5,4.5,5.0,5.7,5.7,6.4,5.7,6.4,6.4,7.2,8.1,8.1,8.1,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,12.6,12.6,13.0,13.9,13.4,13.0,12.2,12.2,12.0,11.4,12.8,12.0,10.6,10.6,9.9,10.6,9.9,8.5,7.8,7.8,7.8,6.4,6.4,6.4,5.8,5.8,0.0,4.5,5.1,5.1,4.1,5.1,4.0,4.0,4.0,3.2,3.2,3.6,3.6,4.2,4.5,3.6,4.5,5.4,5.1,6.1,5.1,7.1,6.1,7.1,9.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,11.3,12.0,11.3,12.0,11.4,11.7,11.7,10.8,10.3,9.8,10.3,10.3,8.9,8.9,8.5,8.9,7.6,6.7,6.7,6.7,5.4,5.8,5.8,5.7,5.7,5.0,0.0,4.2,4.5,4.5,4.5,4.1,4.1,4.1,4.0,4.0,4.1,4.1,4.5,4.5,5.0,5.0,5.7,6.4,6.4,7.1,6.4,7.8,7.2,7.8,8.9,8.9,8.1,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,13.2,13.6,13.3,14.6,13.9,13.9,13.4,13.0,12.5,11.7,12.5,12.5,11.7,10.8,10.0,10.3,9.4,8.6,8.1,8.1,7.2,7.2,7.2,6.7,6.3,6.3,0.0,6.1,5.1,5.0,5.0,5.0,5.1,4.1,4.1,4.5,4.5,4.2,4.2,4.5,4.5,4.5,5.1,5.0,6.1,6.1,6.0,7.0,7.0,7.1,8.2,8.2,8.2,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,13.6,13.5,13.5,12.7,13.5,12.2,12.2,11.7,11.7,10.8,11.7,10.8,10.8,10.3,9.8,9.4,8.9,8.1,7.2,7.2,7.2,6.4,6.4,7.1,6.4,5.7,0.0,5.0,5.4,5.4,4.1,5.1,5.0,5.0,4.0,4.0,4.1,4.5,5.4,5.0,5.0,5.7,6.4,7.2,6.4,7.8,7.2,8.6,8.1,9.4,9.8,9.8,9.8,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,11.4,12.2,11.7,14.4,12.1,12.1,12.6,10.4,10.4,10.2,11.7,10.4,9.2,10.2,9.1,9.2,8.2,7.1,8.1,7.1,7.1,6.1,5.1,6.3,5.4,5.8,0.0,4.2,4.2,4.2,3.6,3.6,3.6,3.6,3.2,3.0,3.2,4.1,4.1,4.5,5.0,4.2,5.7,5.7,6.4,6.4,6.4,7.8,7.8,8.6,8.9,8.9,9.8,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,13.3,13.6,13.6,13.9,13.4,13.4,12.5,13.0,11.7,12.2,13.0,11.7,11.4,11.4,10.6,10.8,10.0,9.2,8.6,7.8,7.8,7.2,7.2,6.7,6.7,6.3,0.0,6.1,5.1,5.1,5.0,5.0,5.1,5.1,4.1,4.1,4.5,4.2,4.2,4.2,4.5,5.4,5.4,6.1,6.1,6.3,6.1,7.1,7.1,7.0,8.1,8.0,8.1,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,12.0,13.0,12.0,13.0,12.2,12.4,12.4,11.7,10.8,9.8,11.7,10.4,9.8,9.8,9.4,8.9,8.9,7.6,8.1,6.7,6.7,6.3,5.4,5.4,5.1,6.1,0.0,5.0,4.1,4.1,4.5,4.1,4.5,3.6,3.6,4.2,3.6,4.5,4.5,4.1,5.1,5.1,6.1,6.0,7.0,8.0,7.1,8.1,8.1,9.1,9.2,9.2,9.2,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,12.2,12.8,12.0,12.7,12.0,12.0,11.4,11.7,11.7,10.3,10.8,10.8,9.8,9.8,8.5,8.9,7.6,7.6,7.6,6.7,6.7,5.8,5.8,5.8,5.7,5.7,0.0,5.0,4.5,4.5,3.2,4.5,4.1,4.1,3.0,4.1,3.2,4.5,4.5,3.6,5.0,5.7,6.4,6.4,6.4,7.2,6.7,8.1,8.1,8.1,9.8,9.8,9.5,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,12.0,13.0,12.0,13.0,12.2,13.2,12.4,11.4,11.4,10.8,11.7,10.4,10.8,9.8,8.9,9.5,8.9,7.6,7.6,6.7,6.3,5.4,6.3,5.1,5.1,5.0,0.0,5.0,4.1,4.1,4.1,4.5,3.6,3.6,3.6,2.8,3.6,3.2,4.1,4.1,4.0,5.0,6.1,5.1,6.1,6.3,6.3,7.3,7.6,7.6,8.9,8.9,8.9,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,11.7,12.2,11.7,12.2,11.4,11.3,10.6,10.0,10.0,9.2,10.6,9.2,9.2,8.6,8.6,8.6,7.2,6.4,6.4,6.4,5.7,5.7,5.0,5.8,5.8,5.0,0.0,4.1,5.1,5.1,4.0,6.0,5.0,5.1,6.1,5.1,5.4,5.8,6.7,6.7,7.2,6.7,7.8,7.8,8.6,8.6,7.8,9.4,9.2,9.2,11.3,10.6,11.3,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,12.0,12.8,12.8,13.6,13.0,12.5,12.1,10.8,10.8,10.8,10.8,10.8,10.4,10.4,9.2,8.5,8.2,7.3,7.3,7.3,7.3,6.3,5.4,6.7,5.8,6.4,0.0,5.7,5.0,5.0,4.5,5.8,5.8,5.4,5.4,5.1,5.1,6.0,6.0,6.0,6.1,7.1,7.3,7.3,7.3,8.2,7.3,8.2,8.2,8.5,9.8,9.8,9.8,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,12.2,12.2,13.0,13.4,11.7,12.1,11.7,11.4,10.4,10.4,10.4,10.4,10.2,10.2,9.2,8.5,8.2,7.3,7.3,7.3,7.3,6.3,5.4,5.8,5.8,5.0,0.0,5.7,5.7,5.0,4.5,5.8,5.8,5.4,5.4,5.1,6.1,6.0,6.0,6.0,6.1,7.3,7.3,8.2,8.5,8.2,8.5,9.5,8.5,9.5,9.8,10.8,9.8,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,12.1,12.1,11.7,12.6,11.4,11.2,11.2,11.0,11.0,10.0,11.0,10.0,10.0,9.1,8.1,9.0,8.0,7.0,7.0,7.0,6.0,6.0,6.0,6.1,6.1,5.1,0.0,4.5,4.5,5.0,4.2,4.2,4.2,5.0,5.0,4.5,4.5,5.4,5.4,5.1,6.1,7.0,7.0,7.0,7.1,8.0,7.1,9.0,8.1,9.1,10.2,10.0,10.2,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,12.1,13.0,13.0,13.6,12.4,12.2,12.0,11.0,11.0,11.0,12.0,11.0,11.0,10.0,10.0,9.0,8.0,8.0,8.0,8.0,7.0,7.0,6.1,7.3,7.3,6.3,0.0,5.4,5.8,5.8,5.0,6.4,5.7,6.4,5.7,5.0,5.8,5.4,6.3,6.1,6.1,7.1,8.0,8.0,8.0,9.0,8.1,9.0,9.0,10.0,11.2,10.2,11.2,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,34.5,34.4,34.9,35.4,35.0,35.0,34.2,33.3,31.9,31.8,32.6,29.0,29.7,27.6,26.2,26.2,23.3,21.9,20.5,19.8,18.4,16.3,15.6,15.8,13.4,13.4,0.0,11.7,11.2,11.0,10.0,10.0,10.2,9.5,9.8,8.6,10.0,10.0,10.0,10.8,11.7,13.3,14.1,15.0,17.0,18.0,18.0,20.1,21.2,22.4,24.7,24.7,26.0,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,11.2,10.3,11.2,11.7,11.7,10.6,10.6,10.6,9.9,9.9,10.6,9.2,9.2,9.2,8.6,9.2,7.2,7.2,7.2,6.4,6.4,6.4,5.0,5.7,5.0,4.2,0.0,3.6,3.6,4.1,3.2,3.2,3.0,3.0,2.0,2.2,2.2,2.8,2.8,3.6,3.6,3.2,4.1,5.0,4.0,5.0,5.0,6.0,6.1,7.1,7.1,7.3,7.3,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,10.3,10.3,10.0,10.8,10.6,11.3,9.9,10.6,9.2,8.6,10.6,9.2,9.2,8.6,8.1,8.6,7.2,7.2,6.7,5.8,5.8,5.0,5.0,5.0,5.0,5.0,0.0,3.2,3.2,3.2,3.0,3.0,3.0,3.2,2.2,2.8,2.8,3.6,3.6,3.6,4.1,4.1,5.1,5.1,5.1,7.0,6.0,7.0,7.0,7.1,8.2,9.1,9.2,0.0,0.0,0.0,0.0,0.0
146.0,6.0,0.0,0.0,0.0,0.0,11.4,12.2,11.7,13.0,12.1,12.1,11.7,11.4,10.8,10.4,11.4,10.4,10.2,10.2,10.0,9.5,9.2,7.1,8.1,8.2,7.1,7.3,5.4,6.3,6.3,5.8,0.0,5.0,5.0,5.0,4.2,4.2,4.2,3.6,3.6,4.1,4.1,4.0,4.0,4.1,4.1,4.5,5.0,5.0,5.0,5.8,5.7,7.1,6.4,6.4,7.2,8.1,8.1,0.0,0.0,0.0,0.0,0.0
