type,role,mac,rssi,rate,sig_mode,mcs,bandwidth,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel,secondary_channel,local_timestamp,ant,sig_len,rx_state,real_time_set,real_timestamp,len,CSI_DATA
CSI_DATA,AP,08:3A:F2:46:92:18,-74,11,0,0,0,0,0,0,0,0,0,-96,0,8,1,37163914,0,84,0,0,37.788824,128,[84 -64 4 0 0 0 0 0 0 0 0 0 -8 44 3 34 -14 57 -21 50 -17 55 -22 48 -22 63 -17 29 -22 50 -39 60 -31 78 -36 79 -40 88 -38 62 -38 63 -38 83 -47 89 -18 51 -40 61 -38 68 -31 72 -47 69 -27 45 -47 79 -57 98 -51 81 0 0 -62 82 -60 93 -56 94 -59 83 -45 73 -56 78 -56 64 -56 76 -49 72 -54 49 -68 76 -54 61 -44 63 -65 52 -60 55 -77 85 -66 77 -57 72 -64 75 -48 44 -58 66 -56 64 -42 44 -46 47 -28 35 -21 38 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,08:3A:F2:46:92:18,-69,11,1,6,1,1,1,0,0,0,0,-96,0,8,1,37201997,0,84,0,0,37.833459,384,[84 -64 4 0 0 0 0 0 0 0 0 0 5 -8 5 -7 4 -7 4 -8 4 -7 4 -8 4 -8 4 -8 4 -8 4 -8 5 -8 4 -8 4 -8 4 -8 4 -8 4 -8 4 -8 4 -7 4 -7 4 -7 4 -7 4 -7 3 -7 3 -7 3 -7 3 -7 0 0 2 -7 2 -6 2 -7 2 -6 2 -6 2 -6 2 -6 1 -7 2 -6 1 -6 2 -6 1 -6 1 -5 1 -5 2 -5 1 -5 2 -4 2 -4 1 -4 2 -3 2 -3 2 -2 2 -2 2 -1 2 -1 2 0 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,08:3A:F2:46:92:18,-68,11,1,5,1,1,1,0,0,0,0,-96,0,8,1,37203193,0,84,0,0,37.869045,384,[84 -64 4 0 0 0 0 0 0 0 0 0 0 -9 1 -9 0 -10 0 -10 -1 -10 0 -10 0 -10 0 -9 0 -9 -1 -10 0 -10 -1 -10 -1 -10 -1 -11 -1 -10 0 -10 -1 -10 0 -9 0 -10 -1 -9 -1 -9 -1 -9 0 -9 -1 -9 -1 -8 -1 -8 0 0 -2 -8 -1 -8 -1 -8 -2 -7 -2 -7 -2 -7 -2 -7 -2 -7 -2 -7 -2 -7 -2 -7 -2 -6 -2 -6 -1 -6 -1 -6 -1 -5 -1 -5 -1 -5 -1 -5 0 -4 1 -4 1 -3 1 -3 2 -2 2 -2 2 -1 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,08:3A:F2:46:92:18,-65,11,1,7,1,1,1,0,0,0,0,-96,0,8,1,37320927,0,84,0,0,37.908851,384,[84 -64 4 0 0 0 0 0 0 0 0 0 8 -1 9 0 9 0 9 0 9 0 9 1 10 1 10 1 10 1 10 2 10 3 10 3 10 3 10 3 10 4 10 4 10 4 10 4 10 4 10 4 9 4 9 4 9 5 9 4 9 4 9 4 0 0 9 4 9 3 9 4 9 4 9 3 9 3 9 3 8 3 9 3 8 3 9 3 8 3 8 2 8 2 8 2 8 1 8 1 8 1 8 1 7 0 8 0 7 -1 7 -1 7 -1 7 -2 7 -2 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,08:3A:F2:46:92:18,-65,11,1,7,1,1,1,0,0,0,0,-96,0,8,1,37321211,0,84,0,0,37.943234,384,[84 -64 4 0 0 0 0 0 0 0 0 0 -8 5 -8 4 -8 5 -9 5 -9 5 -9 4 -10 5 -10 4 -10 4 -10 4 -11 3 -11 3 -12 3 -11 3 -12 3 -12 3 -11 2 -11 2 -12 2 -11 2 -12 2 -11 2 -11 1 -11 2 -11 2 -11 2 0 0 -11 2 -11 2 -11 2 -11 2 -11 2 -10 2 -11 3 -10 2 -10 2 -10 2 -10 2 -9 2 -9 3 -9 3 -9 3 -8 3 -8 3 -7 4 -8 4 -7 4 -7 4 -7 4 -7 5 -6 5 -6 5 -6 6 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,08:3A:F2:46:92:18,-64,11,1,7,1,1,1,0,0,0,0,-96,0,8,1,37361651,0,84,0,0,37.981612,384,[84 -64 4 0 0 0 0 0 0 0 0 0 -13 5 -13 5 -15 4 -15 4 -15 4 -15 5 -15 3 -15 4 -15 4 -16 2 -16 3 -16 2 -16 2 -16 1 -15 2 -16 2 -15 1 -15 1 -14 1 -15 2 -14 1 -14 1 -14 1 -14 2 -13 2 -14 2 0 0 -13 2 -12 3 -13 3 -12 3 -12 3 -12 4 -12 4 -12 4 -12 3 -11 4 -11 3 -11 3 -11 4 -10 4 -10 4 -10 4 -9 4 -8 4 -9 4 -8 4 -8 4 -7 4 -6 4 -6 4 -6 4 -5 4 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,08:3A:F2:46:92:18,-65,11,1,7,1,1,1,0,0,0,0,-96,0,8,1,37438955,0,84,0,0,38.19763,384,[84 -64 4 0 0 0 0 0 0 0 0 0 -14 5 -15 5 -16 4 -16 5 -17 4 -16 4 -16 4 -16 4 -16 4 -16 3 -17 4 -17 3 -17 2 -17 2 -17 2 -17 2 -17 1 -16 1 -16 2 -16 2 -16 1 -15 2 -15 2 -15 2 -15 2 -15 2 0 0 -14 2 -14 3 -14 3 -13 3 -13 3 -13 3 -14 3 -13 3 -13 3 -12 4 -13 3 -12 4 -12 3 -11 3 -11 3 -10 3 -9 3 -9 3 -9 3 -8 3 -8 3 -7 3 -7 3 -6 3 -6 3 -5 3 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,08:3A:F2:46:92:18,-66,11,1,7,1,1,1,0,0,0,0,-96,0,8,1,37444351,0,84,0,0,38.58877,384,[84 -64 4 0 0 0 0 0 0 0 0 0 13 -4 13 -3 14 -4 14 -3 14 -4 15 -3 14 -2 15 -2 15 -2 15 -2 15 -3 16 -3 16 -2 15 -2 16 -1 16 -1 16 -1 15 -1 15 -1 14 0 14 0 14 -1 14 -1 14 -1 14 -2 14 -2 0 0 13 -2 13 -2 13 -3 12 -2 13 -2 12 -2 12 -2 12 -3 12 -2 11 -3 11 -3 11 -2 11 -3 11 -3 10 -3 9 -2 9 -3 8 -3 8 -3 7 -3 7 -3 6 -3 5 -3 5 -3 4 -3 3 -3 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,08:3A:F2:46:92:18,-66,11,1,7,1,1,1,0,0,0,0,-96,0,8,1,37449787,0,84,0,0,38.98064,384,[84 -64 4 0 0 0 0 0 0 0 0 0 0 -15 0 -15 0 -14 0 -16 1 -15 2 -16 2 -16 2 -16 2 -16 2 -15 3 -16 3 -17 3 -17 3 -16 3 -16 3 -15 4 -15 4 -15 4 -15 4 -15 4 -14 3 -15 3 -14 3 -15 3 -14 2 -14 0 0 2 -14 1 -13 1 -13 1 -13 1 -14 0 -13 1 -13 0 -13 1 -13 0 -12 0 -13 0 -11 0 -11 0 -11 0 -10 0 -11 0 -10 0 -10 0 -9 -1 -8 -1 -8 -1 -7 -1 -6 -1 -6 -1 -6 -2 -5 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,08:3A:F2:46:92:18,-66,11,1,5,1,1,1,0,0,0,0,-96,0,8,1,37510472,0,84,0,0,38.138218,384,[84 -64 4 0 0 0 0 0 0 0 0 0 8 3 8 3 8 3 8 3 8 4 9 5 9 5 8 5 8 5 8 5 9 6 8 6 8 6 8 6 8 6 7 6 7 6 7 6 7 6 7 5 6 5 6 5 6 5 6 5 6 5 6 5 0 0 6 4 6 4 6 4 6 4 6 4 6 4 7 4 6 3 6 4 5 3 6 3 6 3 5 2 6 2 5 2 5 2 5 1 5 1 4 1 4 0 4 0 4 0 3 -1 4 -1 4 -1 3 -2 0 0 0 0 0 0 0 0 0 0 ]
